source,target,type
C122,PROC_8659,OFFERS
PROC_8659,C122_방사선학과,FOR_MAJOR
PROC_8659,나군,IN_PERIOD
C243,PROC_8660,OFFERS
PROC_8660,C243_간호학과,FOR_MAJOR
PROC_8660,나군,IN_PERIOD
J107,PROC_8661,OFFERS
PROC_8661,J107_생명자원융합학과(야),FOR_MAJOR
PROC_8661,나군,IN_PERIOD
A136,PROC_8662,OFFERS
PROC_8662,A136_일본어문학전공,FOR_MAJOR
PROC_8662,나군,IN_PERIOD
A136,PROC_8663,OFFERS
PROC_8663,A136_중국어문학전공,FOR_MAJOR
PROC_8663,나군,IN_PERIOD
C123,PROC_8664,OFFERS
PROC_8664,C123_시스템생명공학과,FOR_MAJOR
PROC_8664,가군,IN_PERIOD
A138,PROC_8665,OFFERS
PROC_8665,A138_융합예술학부,FOR_MAJOR
PROC_8665,나군,IN_PERIOD
A138,PROC_8666,OFFERS
PROC_8666,A138_미술창작학부,FOR_MAJOR
PROC_8666,다군,IN_PERIOD
A138,PROC_8667,OFFERS
PROC_8667,A138_융합예술학부,FOR_MAJOR
PROC_8667,나군,IN_PERIOD
A138,PROC_8668,OFFERS
PROC_8668,A138_미술창작학부,FOR_MAJOR
PROC_8668,다군,IN_PERIOD
A138,PROC_8669,OFFERS
PROC_8669,A138_문예창작과,FOR_MAJOR
PROC_8669,가군,IN_PERIOD
A138,PROC_8670,OFFERS
PROC_8670,A138_융합예술학부,FOR_MAJOR
PROC_8670,나군,IN_PERIOD
A138,PROC_8671,OFFERS
PROC_8671,A138_성악과,FOR_MAJOR
PROC_8671,가군,IN_PERIOD
A138,PROC_8672,OFFERS
PROC_8672,A138_미술창작학부,FOR_MAJOR
PROC_8672,다군,IN_PERIOD
A138,PROC_8673,OFFERS
PROC_8673,A138_작곡과,FOR_MAJOR
PROC_8673,다군,IN_PERIOD
A138,PROC_8674,OFFERS
PROC_8674,A138_융합예술학부,FOR_MAJOR
PROC_8674,나군,IN_PERIOD
A138,PROC_8675,OFFERS
PROC_8675,A138_미술창작학부,FOR_MAJOR
PROC_8675,다군,IN_PERIOD
A138,PROC_8676,OFFERS
PROC_8676,A138_융합예술학부,FOR_MAJOR
PROC_8676,나군,IN_PERIOD
A138,PROC_8677,OFFERS
PROC_8677,A138_미술창작학부,FOR_MAJOR
PROC_8677,다군,IN_PERIOD
C125,PROC_8678,OFFERS
PROC_8678,C125_신학과,FOR_MAJOR
PROC_8678,다군,IN_PERIOD
C125,PROC_8679,OFFERS
PROC_8679,C125_애완동물학과,FOR_MAJOR
PROC_8679,다군,IN_PERIOD
C125,PROC_8680,OFFERS
PROC_8680,C125_애완동물학과,FOR_MAJOR
PROC_8680,다군,IN_PERIOD
A143,PROC_8681,OFFERS
PROC_8681,A143_사회체육학과,FOR_MAJOR
PROC_8681,가군,IN_PERIOD
A143,PROC_8682,OFFERS
PROC_8682,A143_스포츠산업학과,FOR_MAJOR
PROC_8682,가군,IN_PERIOD
A143,PROC_8683,OFFERS
PROC_8683,A143_스포츠청소년지도학과,FOR_MAJOR
PROC_8683,가군,IN_PERIOD
A143,PROC_8684,OFFERS
PROC_8684,A143_태권도학과,FOR_MAJOR
PROC_8684,가군,IN_PERIOD
C131,PROC_8685,OFFERS
PROC_8685,C131_AI자율주행시스템공학과,FOR_MAJOR
PROC_8685,다군,IN_PERIOD
C131,PROC_8686,OFFERS
PROC_8686,C131_AI자율주행시스템공학과,FOR_MAJOR
PROC_8686,다군,IN_PERIOD
C131,PROC_8687,OFFERS
PROC_8687,C131_스마트드론공학과,FOR_MAJOR
PROC_8687,나군,IN_PERIOD
N115,PROC_8688,OFFERS
PROC_8688,N115_항해전공,FOR_MAJOR
PROC_8688,가군,IN_PERIOD
N115,PROC_8689,OFFERS
PROC_8689,N115_기관전공,FOR_MAJOR
PROC_8689,가군,IN_PERIOD
N115,PROC_8690,OFFERS
PROC_8690,N115_해사인공지능보안학부,FOR_MAJOR
PROC_8690,가군,IN_PERIOD
D109,PROC_8691,OFFERS
PROC_8691,D109_경찰행정학과,FOR_MAJOR
PROC_8691,다군,IN_PERIOD
D109,PROC_8692,OFFERS
PROC_8692,D109_문화관광경영학과,FOR_MAJOR
PROC_8692,나군,IN_PERIOD
D109,PROC_8693,OFFERS
PROC_8693,D109_경영학과,FOR_MAJOR
PROC_8693,다군,IN_PERIOD
D109,PROC_8694,OFFERS
PROC_8694,D109_사회복지학과,FOR_MAJOR
PROC_8694,나군,IN_PERIOD
D109,PROC_8695,OFFERS
PROC_8695,D109_미디어광고콘텐츠학과,FOR_MAJOR
PROC_8695,나군,IN_PERIOD
D109,PROC_8696,OFFERS
PROC_8696,D109_컴퓨터공학과,FOR_MAJOR
PROC_8696,가군,IN_PERIOD
D109,PROC_8697,OFFERS
PROC_8697,D109_소방안전학과,FOR_MAJOR
PROC_8697,가군,IN_PERIOD
D109,PROC_8698,OFFERS
PROC_8698,D109_기계자동차공학과,FOR_MAJOR
PROC_8698,나군,IN_PERIOD
D109,PROC_8699,OFFERS
PROC_8699,D109_IT소프트웨어학과,FOR_MAJOR
PROC_8699,나군,IN_PERIOD
D109,PROC_8700,OFFERS
PROC_8700,D109_건축학과,FOR_MAJOR
PROC_8700,가군,IN_PERIOD
D109,PROC_8701,OFFERS
PROC_8701,D109_도시인프라공학과,FOR_MAJOR
PROC_8701,다군,IN_PERIOD
D109,PROC_8702,OFFERS
PROC_8702,D109_AI정보보안학과,FOR_MAJOR
PROC_8702,다군,IN_PERIOD
D109,PROC_8703,OFFERS
PROC_8703,D109_미래모빌리티공학과,FOR_MAJOR
PROC_8703,나군,IN_PERIOD
D109,PROC_8704,OFFERS
PROC_8704,D109_호텔항공외식경영학과,FOR_MAJOR
PROC_8704,가군,IN_PERIOD
D109,PROC_8705,OFFERS
PROC_8705,D109_뷰티디자인학과,FOR_MAJOR
PROC_8705,다군,IN_PERIOD
D109,PROC_8706,OFFERS
PROC_8706,D109_스포츠학과,FOR_MAJOR
PROC_8706,나군,IN_PERIOD
D109,PROC_8707,OFFERS
PROC_8707,D109_영상제작학과,FOR_MAJOR
PROC_8707,다군,IN_PERIOD
A145,PROC_8708,OFFERS
PROC_8708,A145_의류학과,FOR_MAJOR
PROC_8708,가군,IN_PERIOD
A145,PROC_8709,OFFERS
PROC_8709,A145_실내건축디자인학과,FOR_MAJOR
PROC_8709,가군,IN_PERIOD
A145,PROC_8710,OFFERS
PROC_8710,A145_식품영양학과,FOR_MAJOR
PROC_8710,가군,IN_PERIOD
C135,PROC_8711,OFFERS
PROC_8711,C135_보험계리학과,FOR_MAJOR
PROC_8711,가군,IN_PERIOD
C135,PROC_8712,OFFERS
PROC_8712,C135_경제학부,FOR_MAJOR
PROC_8712,가군,IN_PERIOD
C135,PROC_8713,OFFERS
PROC_8713,C135_경영학부,FOR_MAJOR
PROC_8713,나군,IN_PERIOD
C135,PROC_8714,OFFERS
PROC_8714,C135_문화인류학과,FOR_MAJOR
PROC_8714,나군,IN_PERIOD
C135,PROC_8715,OFFERS
PROC_8715,C135_미디어학과,FOR_MAJOR
PROC_8715,나군,IN_PERIOD
C135,PROC_8716,OFFERS
PROC_8716,C135_건설환경공학과,FOR_MAJOR
PROC_8716,가군,IN_PERIOD
C135,PROC_8717,OFFERS
PROC_8717,C135_건축학전공,FOR_MAJOR
PROC_8717,가군,IN_PERIOD
C135,PROC_8718,OFFERS
PROC_8718,C135_교통물류공학과,FOR_MAJOR
PROC_8718,가군,IN_PERIOD
C135,PROC_8719,OFFERS
PROC_8719,C135_기계공학과,FOR_MAJOR
PROC_8719,가군,IN_PERIOD
C135,PROC_8720,OFFERS
PROC_8720,C135_산업경영공학과,FOR_MAJOR
PROC_8720,가군,IN_PERIOD
C135,PROC_8721,OFFERS
PROC_8721,C135_수리데이터사이언스학과,FOR_MAJOR
PROC_8721,가군,IN_PERIOD
C135,PROC_8722,OFFERS
PROC_8722,C135_배터리소재화학공학과,FOR_MAJOR
PROC_8722,가군,IN_PERIOD
C135,PROC_8723,OFFERS
PROC_8723,C135_전자공학부,FOR_MAJOR
PROC_8723,가군,IN_PERIOD
C135,PROC_8724,OFFERS
PROC_8724,C135_ICT융합학부,FOR_MAJOR
PROC_8724,가군,IN_PERIOD
C135,PROC_8725,OFFERS
PROC_8725,C135_약학과,FOR_MAJOR
PROC_8725,나군,IN_PERIOD
C135,PROC_8726,OFFERS
PROC_8726,C135_컴퓨터학부,FOR_MAJOR
PROC_8726,나군,IN_PERIOD
C135,PROC_8727,OFFERS
PROC_8727,C135_해양융합공학과,FOR_MAJOR
PROC_8727,나군,IN_PERIOD
C135,PROC_8728,OFFERS
PROC_8728,C135_에너지바이오학과,FOR_MAJOR
PROC_8728,나군,IN_PERIOD
H109,PROC_8729,OFFERS
PROC_8729,H109_교회음악학과(뮤지컬),FOR_MAJOR
PROC_8729,가군,IN_PERIOD
K101,PROC_8730,OFFERS
PROC_8730,K101_디자인학과(비실기),FOR_MAJOR
PROC_8730,가군,IN_PERIOD
A106,PROC_8731,OFFERS
PROC_8731,A106_한의예과(자연),FOR_MAJOR
PROC_8731,나군,IN_PERIOD
A106,PROC_8732,OFFERS
PROC_8732,A106_치의예과,FOR_MAJOR
PROC_8732,나군,IN_PERIOD
K103,PROC_8733,OFFERS
PROC_8733,K103_의예과,FOR_MAJOR
PROC_8733,다군,IN_PERIOD
A107,PROC_8734,OFFERS
PROC_8734,A107_경영대학,FOR_MAJOR
PROC_8734,가군,IN_PERIOD
A107,PROC_8735,OFFERS
PROC_8735,A107_경제학과,FOR_MAJOR
PROC_8735,가군,IN_PERIOD
A107,PROC_8736,OFFERS
PROC_8736,A107_통계학과,FOR_MAJOR
PROC_8736,가군,IN_PERIOD
A107,PROC_8737,OFFERS
PROC_8737,A107_정치외교학과,FOR_MAJOR
PROC_8737,가군,IN_PERIOD
A107,PROC_8738,OFFERS
PROC_8738,A107_자유전공학부,FOR_MAJOR
PROC_8738,가군,IN_PERIOD
A107,PROC_8739,OFFERS
PROC_8739,A107_행정학과,FOR_MAJOR
PROC_8739,가군,IN_PERIOD
A107,PROC_8740,OFFERS
PROC_8740,A107_미디어학부,FOR_MAJOR
PROC_8740,가군,IN_PERIOD
A107,PROC_8741,OFFERS
PROC_8741,A107_사회학과,FOR_MAJOR
PROC_8741,가군,IN_PERIOD
A107,PROC_8742,OFFERS
PROC_8742,A107_식품자원경제학과,FOR_MAJOR
PROC_8742,가군,IN_PERIOD
A107,PROC_8743,OFFERS
PROC_8743,A107_심리학부,FOR_MAJOR
PROC_8743,가군,IN_PERIOD
A107,PROC_8744,OFFERS
PROC_8744,A107_교육학과,FOR_MAJOR
PROC_8744,가군,IN_PERIOD
A107,PROC_8745,OFFERS
PROC_8745,A107_국어교육과,FOR_MAJOR
PROC_8745,가군,IN_PERIOD
A107,PROC_8746,OFFERS
PROC_8746,A107_영어교육과,FOR_MAJOR
PROC_8746,가군,IN_PERIOD
A107,PROC_8747,OFFERS
PROC_8747,A107_영어영문학과,FOR_MAJOR
PROC_8747,가군,IN_PERIOD
A107,PROC_8748,OFFERS
PROC_8748,A107_철학과,FOR_MAJOR
PROC_8748,가군,IN_PERIOD
A107,PROC_8749,OFFERS
PROC_8749,A107_국어국문학과,FOR_MAJOR
PROC_8749,가군,IN_PERIOD
A107,PROC_8750,OFFERS
PROC_8750,A107_보건정책관리학부,FOR_MAJOR
PROC_8750,가군,IN_PERIOD
A107,PROC_8751,OFFERS
PROC_8751,A107_사학과,FOR_MAJOR
PROC_8751,가군,IN_PERIOD
A107,PROC_8752,OFFERS
PROC_8752,A107_언어학과,FOR_MAJOR
PROC_8752,가군,IN_PERIOD
A107,PROC_8753,OFFERS
PROC_8753,A107_중어중문학과,FOR_MAJOR
PROC_8753,가군,IN_PERIOD
C104,PROC_8754,OFFERS
PROC_8754,C104_클라우드공학과,FOR_MAJOR
PROC_8754,다군,IN_PERIOD
B101,PROC_8755,OFFERS
PROC_8755,B101_바이오로직스학과,FOR_MAJOR
PROC_8755,다군,IN_PERIOD
D105,PROC_8756,OFFERS
PROC_8756,D105_건축공학전공,FOR_MAJOR
PROC_8756,다군,IN_PERIOD
D105,PROC_8757,OFFERS
PROC_8757,D105_건축공학전공,FOR_MAJOR
PROC_8757,다군,IN_PERIOD
D105,PROC_8758,OFFERS
PROC_8758,D105_스마트항만공학전공,FOR_MAJOR
PROC_8758,다군,IN_PERIOD
G101,PROC_8759,OFFERS
PROC_8759,G101_에너지신소재공학과,FOR_MAJOR
PROC_8759,다군,IN_PERIOD
G101,PROC_8760,OFFERS
PROC_8760,G101_라이프설계융합학과,FOR_MAJOR
PROC_8760,다군,IN_PERIOD
G101,PROC_8761,OFFERS
PROC_8761,G101_첨단산업융합학과,FOR_MAJOR
PROC_8761,다군,IN_PERIOD
F101,PROC_8762,OFFERS
PROC_8762,F101_국방반도체공학과,FOR_MAJOR
PROC_8762,나군,IN_PERIOD
F101,PROC_8763,OFFERS
PROC_8763,F101_스마트보안학과,FOR_MAJOR
PROC_8763,나군,IN_PERIOD
M102,PROC_8764,OFFERS
PROC_8764,M102_게임학과,FOR_MAJOR
PROC_8764,나군,IN_PERIOD
M102,PROC_8765,OFFERS
PROC_8765,M102_미래자동차학과,FOR_MAJOR
PROC_8765,나군,IN_PERIOD
L115,PROC_8766,OFFERS
PROC_8766,L115_나노신소재공학과,FOR_MAJOR
PROC_8766,나군,IN_PERIOD
K101,PROC_8767,OFFERS
PROC_8767,K101_스마트생물산업기계공학과,FOR_MAJOR
PROC_8767,나군,IN_PERIOD
K101,PROC_8768,OFFERS
PROC_8768,K101_신소재공학과,FOR_MAJOR
PROC_8768,나군,IN_PERIOD
K101,PROC_8769,OFFERS
PROC_8769,K101_스마트생물산업기계공학과,FOR_MAJOR
PROC_8769,나군,IN_PERIOD
L115,PROC_8770,OFFERS
PROC_8770,L115_체육학부(건강운동관리전공),FOR_MAJOR
PROC_8770,나군,IN_PERIOD
M103,PROC_8771,OFFERS
PROC_8771,M103_미디어커뮤니케이션학과,FOR_MAJOR
PROC_8771,가군,IN_PERIOD
M103,PROC_8772,OFFERS
PROC_8772,M103_소프트웨어공학과,FOR_MAJOR
PROC_8772,나군,IN_PERIOD
L103,PROC_8773,OFFERS
PROC_8773,L103_항공산업대학통합,FOR_MAJOR
PROC_8773,다군,IN_PERIOD
L105,PROC_8774,OFFERS
PROC_8774,L105_장례문화산업학과,FOR_MAJOR
PROC_8774,가군,IN_PERIOD
L105,PROC_8775,OFFERS
PROC_8775,L105_AI전기자동차학과,FOR_MAJOR
PROC_8775,가군,IN_PERIOD
L105,PROC_8776,OFFERS
PROC_8776,L105_말산업학과,FOR_MAJOR
PROC_8776,가군,IN_PERIOD
L105,PROC_8777,OFFERS
PROC_8777,L105_방사선학과,FOR_MAJOR
PROC_8777,가군,IN_PERIOD
L105,PROC_8778,OFFERS
PROC_8778,L105_스마트팜농축산업학과,FOR_MAJOR
PROC_8778,가군,IN_PERIOD
L105,PROC_8779,OFFERS
PROC_8779,L105_산업안전보건학과,FOR_MAJOR
PROC_8779,가군,IN_PERIOD
L105,PROC_8780,OFFERS
PROC_8780,L105_치위생학과,FOR_MAJOR
PROC_8780,가군,IN_PERIOD
L105,PROC_8781,OFFERS
PROC_8781,L105_장례문화산업학과,FOR_MAJOR
PROC_8781,가군,IN_PERIOD
L105,PROC_8782,OFFERS
PROC_8782,L105_스마트배터리학과,FOR_MAJOR
PROC_8782,가군,IN_PERIOD
L105,PROC_8783,OFFERS
PROC_8783,L105_AI전기자동차학과,FOR_MAJOR
PROC_8783,가군,IN_PERIOD
L105,PROC_8784,OFFERS
PROC_8784,L105_말산업학과,FOR_MAJOR
PROC_8784,가군,IN_PERIOD
L105,PROC_8785,OFFERS
PROC_8785,L105_방사선학과,FOR_MAJOR
PROC_8785,가군,IN_PERIOD
L105,PROC_8786,OFFERS
PROC_8786,L105_스마트팜농축산업학과,FOR_MAJOR
PROC_8786,가군,IN_PERIOD
L105,PROC_8787,OFFERS
PROC_8787,L105_산업안전보건학과,FOR_MAJOR
PROC_8787,가군,IN_PERIOD
L105,PROC_8788,OFFERS
PROC_8788,L105_치위생학과,FOR_MAJOR
PROC_8788,가군,IN_PERIOD
L105,PROC_8789,OFFERS
PROC_8789,L105_장례문화산업학과,FOR_MAJOR
PROC_8789,가군,IN_PERIOD
L105,PROC_8790,OFFERS
PROC_8790,L105_스마트배터리학과,FOR_MAJOR
PROC_8790,가군,IN_PERIOD
L105,PROC_8791,OFFERS
PROC_8791,L105_AI전기자동차학과,FOR_MAJOR
PROC_8791,가군,IN_PERIOD
L105,PROC_8792,OFFERS
PROC_8792,L105_말산업학과,FOR_MAJOR
PROC_8792,가군,IN_PERIOD
L105,PROC_8793,OFFERS
PROC_8793,L105_방사선학과,FOR_MAJOR
PROC_8793,가군,IN_PERIOD
L105,PROC_8794,OFFERS
PROC_8794,L105_스마트팜농축산업학과,FOR_MAJOR
PROC_8794,가군,IN_PERIOD
L105,PROC_8795,OFFERS
PROC_8795,L105_산업안전보건학과,FOR_MAJOR
PROC_8795,가군,IN_PERIOD
L105,PROC_8796,OFFERS
PROC_8796,L105_치위생학과,FOR_MAJOR
PROC_8796,가군,IN_PERIOD
A106,PROC_8797,OFFERS
PROC_8797,A106_글로벌Hospitality관광학과,FOR_MAJOR
PROC_8797,가군,IN_PERIOD
C107,PROC_8798,OFFERS
PROC_8798,C107_반도체공학과,FOR_MAJOR
PROC_8798,가군,IN_PERIOD
K103,PROC_8799,OFFERS
PROC_8799,K103_혁신신약학과,FOR_MAJOR
PROC_8799,가군,IN_PERIOD
K103,PROC_8800,OFFERS
PROC_8800,K103_혁신신약학과,FOR_MAJOR
PROC_8800,가군,IN_PERIOD
N102,PROC_8801,OFFERS
PROC_8801,N102_기독교상담학과,FOR_MAJOR
PROC_8801,나군,IN_PERIOD
N102,PROC_8802,OFFERS
PROC_8802,N102_자율전공학부,FOR_MAJOR
PROC_8802,나군,IN_PERIOD
A108,PROC_8803,OFFERS
PROC_8803,A108_반도체시스템공학부,FOR_MAJOR
PROC_8803,가군,IN_PERIOD
A108,PROC_8804,OFFERS
PROC_8804,A108_AI로봇전공,FOR_MAJOR
PROC_8804,가군,IN_PERIOD
A108,PROC_8805,OFFERS
PROC_8805,A108_반도체시스템공학부,FOR_MAJOR
PROC_8805,가군,IN_PERIOD
A108,PROC_8806,OFFERS
PROC_8806,A108_AI로봇전공,FOR_MAJOR
PROC_8806,가군,IN_PERIOD
A108,PROC_8807,OFFERS
PROC_8807,A108_금융부동산법무학과,FOR_MAJOR
PROC_8807,나군,IN_PERIOD
A108,PROC_8808,OFFERS
PROC_8808,A108_스마트전기전자학과,FOR_MAJOR
PROC_8808,가군,IN_PERIOD
A108,PROC_8809,OFFERS
PROC_8809,A108_스포츠상담재활학과,FOR_MAJOR
PROC_8809,다군,IN_PERIOD
J101,PROC_8810,OFFERS
PROC_8810,J101_회계학부,FOR_MAJOR
PROC_8810,다군,IN_PERIOD
J101,PROC_8811,OFFERS
PROC_8811,J101_기관공학과,FOR_MAJOR
PROC_8811,다군,IN_PERIOD
J101,PROC_8812,OFFERS
PROC_8812,J101_첨단과학기술학부,FOR_MAJOR
PROC_8812,다군,IN_PERIOD
J101,PROC_8813,OFFERS
PROC_8813,J101_해양건설공학과,FOR_MAJOR
PROC_8813,다군,IN_PERIOD
J101,PROC_8814,OFFERS
PROC_8814,J101_첨단과학기술학부,FOR_MAJOR
PROC_8814,다군,IN_PERIOD
J101,PROC_8815,OFFERS
PROC_8815,J101_해양건설공학과,FOR_MAJOR
PROC_8815,다군,IN_PERIOD
J101,PROC_8816,OFFERS
PROC_8816,J101_회계학부,FOR_MAJOR
PROC_8816,다군,IN_PERIOD
J101,PROC_8817,OFFERS
PROC_8817,J101_첨단과학기술학부,FOR_MAJOR
PROC_8817,다군,IN_PERIOD
J101,PROC_8818,OFFERS
PROC_8818,J101_회계학부,FOR_MAJOR
PROC_8818,다군,IN_PERIOD
G103,PROC_8819,OFFERS
PROC_8819,G103_항공운항서비스학과,FOR_MAJOR
PROC_8819,나군,IN_PERIOD
L106,PROC_8820,OFFERS
PROC_8820,L106_스마트모빌리티전공,FOR_MAJOR
PROC_8820,나군,IN_PERIOD
L123,PROC_8821,OFFERS
PROC_8821,L123_건강재활서비스학과,FOR_MAJOR
PROC_8821,가군,IN_PERIOD
L123,PROC_8822,OFFERS
PROC_8822,L123_스마트물류시스템공학과,FOR_MAJOR
PROC_8822,가군,IN_PERIOD
F111,PROC_8823,OFFERS
PROC_8823,F111_뉴뮤직부(뮤직테크놀러지전공/뮤직테크놀러지&퍼포먼스),FOR_MAJOR
PROC_8823,가군,IN_PERIOD
F111,PROC_8824,OFFERS
PROC_8824,F111_뉴뮤직부(재즈퍼포먼스전공/재즈기타/관현악),FOR_MAJOR
PROC_8824,가군,IN_PERIOD
F111,PROC_8825,OFFERS
PROC_8825,F111_뉴뮤직부(재즈퍼포먼스전공/재즈드럼),FOR_MAJOR
PROC_8825,가군,IN_PERIOD
F111,PROC_8826,OFFERS
PROC_8826,F111_뉴뮤직부(재즈퍼포먼스전공/재즈베이스),FOR_MAJOR
PROC_8826,가군,IN_PERIOD
L107,PROC_8827,OFFERS
PROC_8827,L107_반려동물보건학과,FOR_MAJOR
PROC_8827,다군,IN_PERIOD
L107,PROC_8828,OFFERS
PROC_8828,L107_신학부,FOR_MAJOR
PROC_8828,가군,IN_PERIOD
L108,PROC_8829,OFFERS
PROC_8829,L108_게임학과,FOR_MAJOR
PROC_8829,다군,IN_PERIOD
L108,PROC_8830,OFFERS
PROC_8830,L108_보건의료학과,FOR_MAJOR
PROC_8830,나군,IN_PERIOD
L108,PROC_8831,OFFERS
PROC_8831,L108_소방안전방재학과,FOR_MAJOR
PROC_8831,가군,IN_PERIOD
L108,PROC_8832,OFFERS
PROC_8832,L108_응급구조학과,FOR_MAJOR
PROC_8832,가군,IN_PERIOD
L108,PROC_8833,OFFERS
PROC_8833,L108_웰라이프헬스케어학전공,FOR_MAJOR
PROC_8833,가군,IN_PERIOD
L109,PROC_8834,OFFERS
PROC_8834,L109_무용전공,FOR_MAJOR
PROC_8834,나군,IN_PERIOD
L109,PROC_8835,OFFERS
PROC_8835,L109_음악전공,FOR_MAJOR
PROC_8835,나군,IN_PERIOD
L109,PROC_8836,OFFERS
PROC_8836,L109_음악전공,FOR_MAJOR
PROC_8836,나군,IN_PERIOD
L109,PROC_8837,OFFERS
PROC_8837,L109_무용전공,FOR_MAJOR
PROC_8837,나군,IN_PERIOD
L111,PROC_8838,OFFERS
PROC_8838,L111_인문계열통합모집,FOR_MAJOR
PROC_8838,가군,IN_PERIOD
L111,PROC_8839,OFFERS
PROC_8839,L111_자연계열통합모집,FOR_MAJOR
PROC_8839,나군,IN_PERIOD
E102,PROC_8840,OFFERS
PROC_8840,E102_반도체공학과,FOR_MAJOR
PROC_8840,다군,IN_PERIOD
E102,PROC_8841,OFFERS
PROC_8841,E102_반도체공학과,FOR_MAJOR
PROC_8841,다군,IN_PERIOD
C108,PROC_8842,OFFERS
PROC_8842,C108_국제지역학전공,FOR_MAJOR
PROC_8842,가군,IN_PERIOD
C108,PROC_8843,OFFERS
PROC_8843,C108_화학공학과,FOR_MAJOR
PROC_8843,나군,IN_PERIOD
C108,PROC_8844,OFFERS
PROC_8844,C108_스마트융합보안학과,FOR_MAJOR
PROC_8844,나군,IN_PERIOD
C108,PROC_8845,OFFERS
PROC_8845,C108_화학공학과,FOR_MAJOR
PROC_8845,나군,IN_PERIOD
C108,PROC_8846,OFFERS
PROC_8846,C108_스포츠융합경영학과(야),FOR_MAJOR
PROC_8846,나군,IN_PERIOD
A112,PROC_8847,OFFERS
PROC_8847,A112_가상현실융합학과,FOR_MAJOR
PROC_8847,가군,IN_PERIOD
A112,PROC_8848,OFFERS
PROC_8848,A112_데이터사이언스학과,FOR_MAJOR
PROC_8848,가군,IN_PERIOD
A113,PROC_8849,OFFERS
PROC_8849,A113_시스템반도체학부,FOR_MAJOR
PROC_8849,다군,IN_PERIOD
L113,PROC_8850,OFFERS
PROC_8850,L113_간호학과,FOR_MAJOR
PROC_8850,다군,IN_PERIOD
L113,PROC_8851,OFFERS
PROC_8851,L113_의예과,FOR_MAJOR
PROC_8851,다군,IN_PERIOD
L113,PROC_8852,OFFERS
PROC_8852,L113_한의예과(유형2),FOR_MAJOR
PROC_8852,다군,IN_PERIOD
L113,PROC_8853,OFFERS
PROC_8853,L113_조리외식경영학전공,FOR_MAJOR
PROC_8853,다군,IN_PERIOD
N103,PROC_8854,OFFERS
PROC_8854,N103_반려동물대학(반려동물산업학부),FOR_MAJOR
PROC_8854,다군,IN_PERIOD
N103,PROC_8855,OFFERS
PROC_8855,N103_응급구조학과,FOR_MAJOR
PROC_8855,다군,IN_PERIOD
N103,PROC_8856,OFFERS
PROC_8856,N103_축구스포츠산업학과,FOR_MAJOR
PROC_8856,가군,IN_PERIOD
N103,PROC_8857,OFFERS
PROC_8857,N103_전기제어학부,FOR_MAJOR
PROC_8857,다군,IN_PERIOD
N103,PROC_8858,OFFERS
PROC_8858,N103_전기제어학부,FOR_MAJOR
PROC_8858,다군,IN_PERIOD
N103,PROC_8859,OFFERS
PROC_8859,N103_호텔조리베이커리학과,FOR_MAJOR
PROC_8859,다군,IN_PERIOD
N104,PROC_8860,OFFERS
PROC_8860,N104_디지털금융학과,FOR_MAJOR
PROC_8860,다군,IN_PERIOD
I103,PROC_8861,OFFERS
PROC_8861,I103_국제학부,FOR_MAJOR
PROC_8861,다군,IN_PERIOD
I103,PROC_8862,OFFERS
PROC_8862,I103_건축학과,FOR_MAJOR
PROC_8862,다군,IN_PERIOD
I103,PROC_8863,OFFERS
PROC_8863,I103_응급구조학과,FOR_MAJOR
PROC_8863,다군,IN_PERIOD
I103,PROC_8864,OFFERS
PROC_8864,I103_건축학과,FOR_MAJOR
PROC_8864,다군,IN_PERIOD
I103,PROC_8865,OFFERS
PROC_8865,I103_응급구조학과,FOR_MAJOR
PROC_8865,다군,IN_PERIOD
C144,PROC_8866,OFFERS
PROC_8866,C144_철도시스템공학과,FOR_MAJOR
PROC_8866,다군,IN_PERIOD
L114,PROC_8867,OFFERS
PROC_8867,L114_철도전기신호학과,FOR_MAJOR
PROC_8867,나군,IN_PERIOD
N106,PROC_8868,OFFERS
PROC_8868,N106_스마트항만물류학과,FOR_MAJOR
PROC_8868,가군,IN_PERIOD
N106,PROC_8869,OFFERS
PROC_8869,N106_창업투자경영학과,FOR_MAJOR
PROC_8869,가군,IN_PERIOD
N106,PROC_8870,OFFERS
PROC_8870,N106_경기지도학과,FOR_MAJOR
PROC_8870,나군,IN_PERIOD
A115,PROC_8871,OFFERS
PROC_8871,A115_회계세무학과(야),FOR_MAJOR
PROC_8871,나군,IN_PERIOD
E103,PROC_8872,OFFERS
PROC_8872,E103_보건의료행정학과,FOR_MAJOR
PROC_8872,다군,IN_PERIOD
E103,PROC_8873,OFFERS
PROC_8873,E103_보건의료행정학과,FOR_MAJOR
PROC_8873,다군,IN_PERIOD
E103,PROC_8874,OFFERS
PROC_8874,E103_응급구조학과,FOR_MAJOR
PROC_8874,다군,IN_PERIOD
E103,PROC_8875,OFFERS
PROC_8875,E103_관현악학부,FOR_MAJOR
PROC_8875,나군,IN_PERIOD
E103,PROC_8876,OFFERS
PROC_8876,E103_도자디자인학과,FOR_MAJOR
PROC_8876,나군,IN_PERIOD
E103,PROC_8877,OFFERS
PROC_8877,E103_산업디자인학과,FOR_MAJOR
PROC_8877,나군,IN_PERIOD
E103,PROC_8878,OFFERS
PROC_8878,E103_섬유패션디자인학과,FOR_MAJOR
PROC_8878,나군,IN_PERIOD
E103,PROC_8879,OFFERS
