source,target,type
PROC_230,가군,IN_PERIOD
A104,PROC_231,OFFERS
PROC_231,A104_수학교육과,FOR_MAJOR
PROC_231,가군,IN_PERIOD
A104,PROC_232,OFFERS
PROC_232,A104_전기전자공학부,FOR_MAJOR
PROC_232,다군,IN_PERIOD
A104,PROC_233,OFFERS
PROC_233,A104_컴퓨터공학부,FOR_MAJOR
PROC_233,다군,IN_PERIOD
A104,PROC_234,OFFERS
PROC_234,A104_사회환경공학부,FOR_MAJOR
PROC_234,나군,IN_PERIOD
A104,PROC_235,OFFERS
PROC_235,A104_산업공학과,FOR_MAJOR
PROC_235,나군,IN_PERIOD
A104,PROC_236,OFFERS
PROC_236,A104_생명과학특성학과,FOR_MAJOR
PROC_236,나군,IN_PERIOD
A104,PROC_237,OFFERS
PROC_237,A104_수학과,FOR_MAJOR
PROC_237,나군,IN_PERIOD
A104,PROC_238,OFFERS
PROC_238,A104_식량자원과학과,FOR_MAJOR
PROC_238,나군,IN_PERIOD
A104,PROC_239,OFFERS
PROC_239,A104_화학과,FOR_MAJOR
PROC_239,나군,IN_PERIOD
A104,PROC_240,OFFERS
PROC_240,A104_시스템생명공학과,FOR_MAJOR
PROC_240,다군,IN_PERIOD
A104,PROC_241,OFFERS
PROC_241,A104_융합생명공학과,FOR_MAJOR
PROC_241,다군,IN_PERIOD
A104,PROC_242,OFFERS
PROC_242,A104_영상학과,FOR_MAJOR
PROC_242,가군,IN_PERIOD
A104,PROC_243,OFFERS
PROC_243,A104_현대미술학과,FOR_MAJOR
PROC_243,가군,IN_PERIOD
A104,PROC_244,OFFERS
PROC_244,A104_리빙디자인학과,FOR_MAJOR
PROC_244,나군,IN_PERIOD
A104,PROC_245,OFFERS
PROC_245,A104_산업디자인학과,FOR_MAJOR
PROC_245,다군,IN_PERIOD
A104,PROC_246,OFFERS
PROC_246,A104_의상디자인학과(예체능계),FOR_MAJOR
PROC_246,나군,IN_PERIOD
A104,PROC_247,OFFERS
PROC_247,A104_체육교육과,FOR_MAJOR
PROC_247,나군,IN_PERIOD
A104,PROC_248,OFFERS
PROC_248,A104_커뮤니케이션디자인학과,FOR_MAJOR
PROC_248,나군,IN_PERIOD
A104,PROC_249,OFFERS
PROC_249,A104_음악교육과(바이올린),FOR_MAJOR
PROC_249,나군,IN_PERIOD
A104,PROC_250,OFFERS
PROC_250,A104_음악교육과(비올라),FOR_MAJOR
PROC_250,나군,IN_PERIOD
A104,PROC_251,OFFERS
PROC_251,A104_음악교육과(성악),FOR_MAJOR
PROC_251,나군,IN_PERIOD
A104,PROC_252,OFFERS
PROC_252,A104_음악교육과(첼로),FOR_MAJOR
PROC_252,나군,IN_PERIOD
A104,PROC_253,OFFERS
PROC_253,A104_음악교육과(피아노),FOR_MAJOR
PROC_253,나군,IN_PERIOD
G101,충북,LOCATED_IN
G101,PROC_254,OFFERS
PROC_254,G101_경찰학과,FOR_MAJOR
PROC_254,다군,IN_PERIOD
G101,PROC_255,OFFERS
PROC_255,G101_경영학과,FOR_MAJOR
PROC_255,다군,IN_PERIOD
G101,PROC_256,OFFERS
PROC_256,G101_문헌정보학과,FOR_MAJOR
PROC_256,다군,IN_PERIOD
G101,PROC_257,OFFERS
PROC_257,G101_신문방송학과,FOR_MAJOR
PROC_257,다군,IN_PERIOD
G101,PROC_258,OFFERS
PROC_258,G101_사회복지학과,FOR_MAJOR
PROC_258,다군,IN_PERIOD
G101,PROC_259,OFFERS
PROC_259,G101_유아교육과,FOR_MAJOR
PROC_259,다군,IN_PERIOD
G101,PROC_260,OFFERS
PROC_260,G101_메카트로닉스공학과,FOR_MAJOR
PROC_260,다군,IN_PERIOD
G101,PROC_261,OFFERS
PROC_261,G101_간호학과,FOR_MAJOR
PROC_261,다군,IN_PERIOD
G101,PROC_262,OFFERS
PROC_262,G101_바이오의약학과,FOR_MAJOR
PROC_262,다군,IN_PERIOD
G101,PROC_263,OFFERS
PROC_263,G101_녹색기술융합학과,FOR_MAJOR
PROC_263,다군,IN_PERIOD
G101,PROC_264,OFFERS
PROC_264,G101_산업디자인학과,FOR_MAJOR
PROC_264,다군,IN_PERIOD
G101,PROC_265,OFFERS
PROC_265,G101_미디어콘텐츠학과,FOR_MAJOR
PROC_265,다군,IN_PERIOD
G101,PROC_266,OFFERS
PROC_266,G101_스포츠건강학과,FOR_MAJOR
PROC_266,다군,IN_PERIOD
G101,PROC_267,OFFERS
PROC_267,G101_조형예술학과,FOR_MAJOR
PROC_267,다군,IN_PERIOD
F101,충남,LOCATED_IN
F101,PROC_268,OFFERS
PROC_268,F101_국방경찰행정학부,FOR_MAJOR
PROC_268,가군,IN_PERIOD
F101,PROC_269,OFFERS
PROC_269,F101_심리상담치료학과,FOR_MAJOR
PROC_269,가군,IN_PERIOD
F101,PROC_270,OFFERS
PROC_270,F101_사회복지학과,FOR_MAJOR
PROC_270,나군,IN_PERIOD
F101,PROC_271,OFFERS
PROC_271,F101_스마트팜학부,FOR_MAJOR
PROC_271,다군,IN_PERIOD
F101,PROC_272,OFFERS
PROC_272,F101_기업소프트웨어학부,FOR_MAJOR
PROC_272,나군,IN_PERIOD
E113,대전,LOCATED_IN
E113,PROC_273,OFFERS
PROC_273,E113_병원경영학과,FOR_MAJOR
PROC_273,나군,IN_PERIOD
E113,PROC_274,OFFERS
PROC_274,E113_물리치료학과,FOR_MAJOR
PROC_274,가군,IN_PERIOD
E113,PROC_275,OFFERS
PROC_275,E113_방사선학과,FOR_MAJOR
PROC_275,가군,IN_PERIOD
E113,PROC_276,OFFERS
PROC_276,E113_안경광학과,FOR_MAJOR
PROC_276,가군,IN_PERIOD
E113,PROC_277,OFFERS
PROC_277,E113_의학과,FOR_MAJOR
PROC_277,가군,IN_PERIOD
E113,PROC_278,OFFERS
PROC_278,E113_임상병리학과,FOR_MAJOR
PROC_278,가군,IN_PERIOD
E113,PROC_279,OFFERS
PROC_279,E113_작업치료학과,FOR_MAJOR
PROC_279,가군,IN_PERIOD
E113,PROC_280,OFFERS
PROC_280,E113_치위생학과,FOR_MAJOR
PROC_280,가군,IN_PERIOD
E113,PROC_281,OFFERS
PROC_281,E113_간호학과,FOR_MAJOR
PROC_281,나군,IN_PERIOD
E113,PROC_282,OFFERS
PROC_282,E113_응급구조학과,FOR_MAJOR
PROC_282,가군,IN_PERIOD
E113,PROC_283,OFFERS
PROC_283,E113_의공학과,FOR_MAJOR
PROC_283,나군,IN_PERIOD
E113,PROC_284,OFFERS
PROC_284,E113_의료IT공학과,FOR_MAJOR
PROC_284,나군,IN_PERIOD
E113,PROC_285,OFFERS
PROC_285,E113_의료공간디자인학과,FOR_MAJOR
PROC_285,나군,IN_PERIOD
E113,PROC_286,OFFERS
PROC_286,E113_의료신소재학과,FOR_MAJOR
PROC_286,나군,IN_PERIOD
E113,PROC_287,OFFERS
PROC_287,E113_제약생명공학과,FOR_MAJOR
PROC_287,나군,IN_PERIOD
C103,경기,LOCATED_IN
C103,PROC_288,OFFERS
PROC_288,C103_경영학부,FOR_MAJOR
PROC_288,다군,IN_PERIOD
C103,PROC_289,OFFERS
PROC_289,C103_경제학부,FOR_MAJOR
PROC_289,다군,IN_PERIOD
C103,PROC_290,OFFERS
PROC_290,C103_공공안전학부,FOR_MAJOR
PROC_290,다군,IN_PERIOD
C103,PROC_291,OFFERS
PROC_291,C103_국어국문학과,FOR_MAJOR
PROC_291,다군,IN_PERIOD
C103,PROC_292,OFFERS
PROC_292,C103_글로벌어문학부,FOR_MAJOR
PROC_292,다군,IN_PERIOD
C103,PROC_293,OFFERS
PROC_293,C103_무역학과,FOR_MAJOR
PROC_293,다군,IN_PERIOD
C103,PROC_294,OFFERS
PROC_294,C103_문헌정보학과,FOR_MAJOR
PROC_294,다군,IN_PERIOD
C103,PROC_295,OFFERS
PROC_295,C103_법학과,FOR_MAJOR
PROC_295,다군,IN_PERIOD
C103,PROC_296,OFFERS
PROC_296,C103_사학과,FOR_MAJOR
PROC_296,다군,IN_PERIOD
C103,PROC_297,OFFERS
PROC_297,C103_영어영문학과,FOR_MAJOR
PROC_297,다군,IN_PERIOD
C103,PROC_298,OFFERS
PROC_298,C103_유아교육과,FOR_MAJOR
PROC_298,다군,IN_PERIOD
C103,PROC_299,OFFERS
PROC_299,C103_공공인재학부,FOR_MAJOR
PROC_299,다군,IN_PERIOD
C103,PROC_300,OFFERS
PROC_300,C103_휴먼서비스학부,FOR_MAJOR
PROC_300,다군,IN_PERIOD
C103,PROC_301,OFFERS
PROC_301,C103_건축학과(5년제),FOR_MAJOR
PROC_301,다군,IN_PERIOD
C103,PROC_302,OFFERS
PROC_302,C103_기계시스템공학과,FOR_MAJOR
PROC_302,다군,IN_PERIOD
C103,PROC_303,OFFERS
PROC_303,C103_바이오융합학부,FOR_MAJOR
PROC_303,다군,IN_PERIOD
C103,PROC_304,OFFERS
PROC_304,C103_산업경영공학과,FOR_MAJOR
PROC_304,다군,IN_PERIOD
C103,PROC_305,OFFERS
PROC_305,C103_수학과,FOR_MAJOR
PROC_305,다군,IN_PERIOD
C103,PROC_306,OFFERS
PROC_306,C103_신소재화학공학부,FOR_MAJOR
PROC_306,다군,IN_PERIOD
C103,PROC_307,OFFERS
PROC_307,C103_전자공학부,FOR_MAJOR
PROC_307,다군,IN_PERIOD
C103,PROC_308,OFFERS
PROC_308,C103_AI컴퓨터공학부,FOR_MAJOR
PROC_308,다군,IN_PERIOD
C103,PROC_309,OFFERS
PROC_309,C103_스마트시티공학부,FOR_MAJOR
PROC_309,다군,IN_PERIOD
C103,PROC_310,OFFERS
PROC_310,C103_화학과,FOR_MAJOR
PROC_310,다군,IN_PERIOD
C103,PROC_311,OFFERS
PROC_311,C103_FineArts학부,FOR_MAJOR
PROC_311,나군,IN_PERIOD
C103,PROC_312,OFFERS
PROC_312,C103_스포츠과학부,FOR_MAJOR
PROC_312,나군,IN_PERIOD
C103,PROC_313,OFFERS
PROC_313,C103_체육학과,FOR_MAJOR
PROC_313,나군,IN_PERIOD
C103,PROC_314,OFFERS
PROC_314,C103_입체조형학과,FOR_MAJOR
PROC_314,다군,IN_PERIOD
A105,서울,LOCATED_IN
A105,PROC_315,OFFERS
PROC_315,A105_관광개발경영학과,FOR_MAJOR
PROC_315,다군,IN_PERIOD
A105,PROC_316,OFFERS
PROC_316,A105_애니메이션학과(상상과표현),FOR_MAJOR
PROC_316,가군,IN_PERIOD
A105,PROC_317,OFFERS
PROC_317,A105_연기학과,FOR_MAJOR
PROC_317,나군,IN_PERIOD
A105,PROC_318,OFFERS
PROC_318,A105_미디어영상학과,FOR_MAJOR
PROC_318,다군,IN_PERIOD
M102,경남,LOCATED_IN
M102,PROC_319,OFFERS
PROC_319,M102_군사학과(남),FOR_MAJOR
PROC_319,가군,IN_PERIOD
M102,PROC_320,OFFERS
PROC_320,M102_군사학과(여),FOR_MAJOR
PROC_320,가군,IN_PERIOD
M102,PROC_321,OFFERS
PROC_321,M102_경영학부,FOR_MAJOR
PROC_321,나군,IN_PERIOD
M102,PROC_322,OFFERS
PROC_322,M102_교육학과,FOR_MAJOR
PROC_322,나군,IN_PERIOD
M102,PROC_323,OFFERS
PROC_323,M102_국어교육과,FOR_MAJOR
PROC_323,나군,IN_PERIOD
M102,PROC_324,OFFERS
PROC_324,M102_무역물류학과,FOR_MAJOR
PROC_324,나군,IN_PERIOD
M102,PROC_325,OFFERS
PROC_325,M102_미디어영상학과,FOR_MAJOR
PROC_325,다군,IN_PERIOD
M102,PROC_326,OFFERS
PROC_326,M102_심리학과,FOR_MAJOR
PROC_326,나군,IN_PERIOD
M102,PROC_327,OFFERS
PROC_327,M102_영어교육과,FOR_MAJOR
PROC_327,나군,IN_PERIOD
M102,PROC_328,OFFERS
PROC_328,M102_유아교육과,FOR_MAJOR
PROC_328,나군,IN_PERIOD
M102,PROC_329,OFFERS
PROC_329,M102_행정학과,FOR_MAJOR
PROC_329,나군,IN_PERIOD
M102,PROC_330,OFFERS
PROC_330,M102_디지털마케팅학과,FOR_MAJOR
PROC_330,다군,IN_PERIOD
M102,PROC_331,OFFERS
PROC_331,M102_경찰학부,FOR_MAJOR
PROC_331,다군,IN_PERIOD
M102,PROC_332,OFFERS
PROC_332,M102_경호보안학과,FOR_MAJOR
PROC_332,다군,IN_PERIOD
M102,PROC_333,OFFERS
PROC_333,M102_여행항공관광학과,FOR_MAJOR
PROC_333,다군,IN_PERIOD
M102,PROC_334,OFFERS
PROC_334,M102_디지털공연영상학과,FOR_MAJOR
PROC_334,다군,IN_PERIOD
M102,PROC_335,OFFERS
PROC_335,M102_법학과,FOR_MAJOR
PROC_335,나군,IN_PERIOD
M102,PROC_336,OFFERS
PROC_336,M102_사회복지학과,FOR_MAJOR
PROC_336,다군,IN_PERIOD
M102,PROC_337,OFFERS
PROC_337,M102_일어교육과,FOR_MAJOR
PROC_337,다군,IN_PERIOD
M102,PROC_338,OFFERS
PROC_338,M102_간호학과,FOR_MAJOR
PROC_338,나군,IN_PERIOD
M102,PROC_339,OFFERS
PROC_339,M102_건축학부,FOR_MAJOR
PROC_339,다군,IN_PERIOD
M102,PROC_340,OFFERS
PROC_340,M102_기계공학부,FOR_MAJOR
PROC_340,다군,IN_PERIOD
M102,PROC_341,OFFERS
PROC_341,M102_제약공학과,FOR_MAJOR
PROC_341,나군,IN_PERIOD
M102,PROC_342,OFFERS
PROC_342,M102_식품영양학과,FOR_MAJOR
PROC_342,다군,IN_PERIOD
M102,PROC_343,OFFERS
PROC_343,M102_컴퓨터공학부,FOR_MAJOR
PROC_343,다군,IN_PERIOD
M102,PROC_344,OFFERS
PROC_344,M102_가정교육과,FOR_MAJOR
PROC_344,다군,IN_PERIOD
M102,PROC_345,OFFERS
PROC_345,M102_물리치료학과,FOR_MAJOR
PROC_345,다군,IN_PERIOD
M102,PROC_346,OFFERS
PROC_346,M102_소방안전공학과,FOR_MAJOR
PROC_346,다군,IN_PERIOD
M102,PROC_347,OFFERS
PROC_347,M102_수학교육과,FOR_MAJOR
PROC_347,다군,IN_PERIOD
M102,PROC_348,OFFERS
PROC_348,M102_외식조리학과,FOR_MAJOR
PROC_348,나군,IN_PERIOD
M102,PROC_349,OFFERS
PROC_349,M102_자유전공학부,FOR_MAJOR
PROC_349,다군,IN_PERIOD
M102,PROC_350,OFFERS
PROC_350,M102_전기공학과,FOR_MAJOR
PROC_350,다군,IN_PERIOD
M102,PROC_351,OFFERS
PROC_351,M102_인공지능학과,FOR_MAJOR
PROC_351,나군,IN_PERIOD
M102,PROC_352,OFFERS
PROC_352,M102_미술교육과,FOR_MAJOR
PROC_352,나군,IN_PERIOD
M102,PROC_353,OFFERS
PROC_353,M102_웹툰디자인학과,FOR_MAJOR
PROC_353,나군,IN_PERIOD
M102,PROC_354,OFFERS
PROC_354,M102_음악교육과,FOR_MAJOR
PROC_354,나군,IN_PERIOD
M102,PROC_355,OFFERS
PROC_355,M102_체육교육과,FOR_MAJOR
PROC_355,나군,IN_PERIOD
C143,경기,LOCATED_IN
C143,PROC_356,OFFERS
PROC_356,C143_항공서비스학과,FOR_MAJOR
PROC_356,나군,IN_PERIOD
C143,PROC_357,OFFERS
PROC_357,C143_경영학과,FOR_MAJOR
PROC_357,나군,IN_PERIOD
C143,PROC_358,OFFERS
PROC_358,C143_경찰학과,FOR_MAJOR
PROC_358,나군,IN_PERIOD
C143,PROC_359,OFFERS
PROC_359,C143_스포츠마케팅학과,FOR_MAJOR
PROC_359,나군,IN_PERIOD
C143,PROC_360,OFFERS
PROC_360,C143_유아교육과,FOR_MAJOR
PROC_360,나군,IN_PERIOD
C143,PROC_361,OFFERS
PROC_361,C143_외식사업학과,FOR_MAJOR
PROC_361,다군,IN_PERIOD
C143,PROC_362,OFFERS
PROC_362,C143_행정학과,FOR_MAJOR
PROC_362,다군,IN_PERIOD
C143,PROC_363,OFFERS
PROC_363,C143_건축공학과,FOR_MAJOR
PROC_363,나군,IN_PERIOD
C143,PROC_364,OFFERS
PROC_364,C143_건축디자인학과,FOR_MAJOR
PROC_364,나군,IN_PERIOD
C143,PROC_365,OFFERS
PROC_365,C143_컴퓨터공학과,FOR_MAJOR
PROC_365,나군,IN_PERIOD
C143,PROC_366,OFFERS
PROC_366,C143_건설시스템공학과,FOR_MAJOR
PROC_366,나군,IN_PERIOD
C143,PROC_367,OFFERS
PROC_367,C143_호텔조리학과,FOR_MAJOR
PROC_367,나군,IN_PERIOD
C143,PROC_368,OFFERS
PROC_368,C143_소프트웨어융합보안학과,FOR_MAJOR
PROC_368,가군,IN_PERIOD
C143,PROC_369,OFFERS
PROC_369,C143_체육학과,FOR_MAJOR
PROC_369,가군,IN_PERIOD
C143,PROC_370,OFFERS
PROC_370,C143_디자인학과,FOR_MAJOR
PROC_370,나군,IN_PERIOD
C143,PROC_371,OFFERS
PROC_371,C143_사회복지학과,FOR_MAJOR
PROC_371,가군,IN_PERIOD
D114,강원,LOCATED_IN
D114,PROC_372,OFFERS
PROC_372,D114_간호학과,FOR_MAJOR
PROC_372,가군,IN_PERIOD
D114,PROC_373,OFFERS
PROC_373,D114_물리치료학과,FOR_MAJOR
PROC_373,가군,IN_PERIOD
D114,PROC_374,OFFERS
PROC_374,D114_응급구조학과,FOR_MAJOR
PROC_374,가군,IN_PERIOD
D114,PROC_375,OFFERS
PROC_375,D114_임상병리학과,FOR_MAJOR
PROC_375,가군,IN_PERIOD
D114,PROC_376,OFFERS
PROC_376,D114_치기공학과,FOR_MAJOR
PROC_376,나군,IN_PERIOD
D114,PROC_377,OFFERS
PROC_377,D114_치위생학과,FOR_MAJOR
PROC_377,가군,IN_PERIOD
C143,PROC_378,OFFERS
PROC_378,C143_보건행정학과,FOR_MAJOR
PROC_378,나군,IN_PERIOD
D114,PROC_379,OFFERS
PROC_379,D114_작업치료학과,FOR_MAJOR
PROC_379,나군,IN_PERIOD
K101,대구,LOCATED_IN
K101,PROC_380,OFFERS
PROC_380,K101_경영학부,FOR_MAJOR
PROC_380,가군,IN_PERIOD
K101,PROC_381,OFFERS
PROC_381,K101_경제통상학부,FOR_MAJOR
PROC_381,나군,IN_PERIOD
K101,PROC_382,OFFERS
PROC_382,K101_고고인류학과,FOR_MAJOR
PROC_382,나군,IN_PERIOD
K101,PROC_383,OFFERS
PROC_383,K101_국어국문학과,FOR_MAJOR
PROC_383,가군,IN_PERIOD
K101,PROC_384,OFFERS
PROC_384,K101_노어노문학과,FOR_MAJOR
PROC_384,가군,IN_PERIOD
K101,PROC_385,OFFERS
PROC_385,K101_독어독문학과,FOR_MAJOR
PROC_385,나군,IN_PERIOD
K101,PROC_386,OFFERS
PROC_386,K101_불어불문학과,FOR_MAJOR
PROC_386,가군,IN_PERIOD
K101,PROC_387,OFFERS
PROC_387,K101_사학과,FOR_MAJOR
PROC_387,가군,IN_PERIOD
K101,PROC_388,OFFERS
PROC_388,K101_영어영문학과,FOR_MAJOR
PROC_388,나군,IN_PERIOD
K101,PROC_389,OFFERS
PROC_389,K101_일어일문학과,FOR_MAJOR
PROC_389,나군,IN_PERIOD
K101,PROC_390,OFFERS
PROC_390,K101_중어중문학과,FOR_MAJOR
PROC_390,가군,IN_PERIOD
K101,PROC_391,OFFERS
PROC_391,K101_철학과,FOR_MAJOR
PROC_391,가군,IN_PERIOD
K101,PROC_392,OFFERS
PROC_392,K101_한문학과,FOR_MAJOR
PROC_392,나군,IN_PERIOD
K101,PROC_393,OFFERS
PROC_393,K101_교육학과,FOR_MAJOR
PROC_393,나군,IN_PERIOD
K101,PROC_394,OFFERS
PROC_394,K101_국어교육과,FOR_MAJOR
PROC_394,나군,IN_PERIOD
K101,PROC_395,OFFERS
PROC_395,K101_식품자원경제학과,FOR_MAJOR
PROC_395,가군,IN_PERIOD
K101,PROC_396,OFFERS
PROC_396,K101_독어교육전공,FOR_MAJOR
PROC_396,가군,IN_PERIOD
K101,PROC_397,OFFERS
PROC_397,K101_문헌정보학과,FOR_MAJOR
PROC_397,나군,IN_PERIOD
K101,PROC_398,OFFERS
PROC_398,K101_사회복지학부,FOR_MAJOR
PROC_398,나군,IN_PERIOD
K101,PROC_399,OFFERS
PROC_399,K101_사회학과,FOR_MAJOR
PROC_399,가군,IN_PERIOD
K101,PROC_400,OFFERS
PROC_400,K101_미디어커뮤니케이션학과,FOR_MAJOR
PROC_400,나군,IN_PERIOD
K101,PROC_401,OFFERS
PROC_401,K101_심리학과,FOR_MAJOR
PROC_401,가군,IN_PERIOD
K101,PROC_402,OFFERS
PROC_402,K101_역사교육과,FOR_MAJOR
PROC_402,나군,IN_PERIOD
K101,PROC_403,OFFERS
PROC_403,K101_영어교육과,FOR_MAJOR
PROC_403,가군,IN_PERIOD
K101,PROC_404,OFFERS
PROC_404,K101_윤리교육과,FOR_MAJOR
PROC_404,가군,IN_PERIOD
K101,PROC_405,OFFERS
PROC_405,K101_일반사회교육과,FOR_MAJOR
PROC_405,가군,IN_PERIOD
K101,PROC_406,OFFERS
PROC_406,K101_정치외교학과,FOR_MAJOR
PROC_406,나군,IN_PERIOD
K101,PROC_407,OFFERS
PROC_407,K101_지리교육과,FOR_MAJOR
PROC_407,나군,IN_PERIOD
K101,PROC_408,OFFERS
PROC_408,K101_지리학과,FOR_MAJOR
PROC_408,가군,IN_PERIOD
K101,PROC_409,OFFERS
PROC_409,K101_행정학부,FOR_MAJOR
PROC_409,나군,IN_PERIOD
K101,PROC_410,OFFERS
PROC_410,K101_간호학과,FOR_MAJOR
PROC_410,가군,IN_PERIOD
K101,PROC_411,OFFERS
PROC_411,K101_모바일공학전공,FOR_MAJOR
PROC_411,가군,IN_PERIOD
K101,PROC_412,OFFERS
PROC_412,K101_물리학과,FOR_MAJOR
PROC_412,나군,IN_PERIOD
K101,PROC_413,OFFERS
PROC_413,K101_생명공학부,FOR_MAJOR
PROC_413,가군,IN_PERIOD
K101,PROC_414,OFFERS
PROC_414,K101_생물학과,FOR_MAJOR
PROC_414,나군,IN_PERIOD
K101,PROC_415,OFFERS
PROC_415,K101_수의예과,FOR_MAJOR
PROC_415,나군,IN_PERIOD
K101,PROC_416,OFFERS
PROC_416,K101_수학과,FOR_MAJOR
PROC_416,가군,IN_PERIOD
K101,PROC_417,OFFERS
PROC_417,K101_식품영양학과,FOR_MAJOR
PROC_417,나군,IN_PERIOD
K101,PROC_418,OFFERS
PROC_418,K101_아동학부,FOR_MAJOR
PROC_418,가군,IN_PERIOD
K101,PROC_419,OFFERS
PROC_419,K101_의류학과,FOR_MAJOR
PROC_419,나군,IN_PERIOD
K101,PROC_420,OFFERS
PROC_420,K101_의예과,FOR_MAJOR
PROC_420,가군,IN_PERIOD
K101,PROC_421,OFFERS
PROC_421,K101_전기공학과,FOR_MAJOR
PROC_421,나군,IN_PERIOD
K101,PROC_422,OFFERS
PROC_422,K101_전자공학부,FOR_MAJOR
PROC_422,가군,IN_PERIOD
K101,PROC_423,OFFERS
PROC_423,K101_지구시스템과학부,FOR_MAJOR
PROC_423,가군,IN_PERIOD
K101,PROC_424,OFFERS
PROC_424,K101_치의예과,FOR_MAJOR
PROC_424,나군,IN_PERIOD
K101,PROC_425,OFFERS
PROC_425,K101_통계학과,FOR_MAJOR
PROC_425,나군,IN_PERIOD
K101,PROC_426,OFFERS
PROC_426,K101_화학과,FOR_MAJOR
PROC_426,나군,IN_PERIOD
K101,PROC_427,OFFERS
PROC_427,K101_가정교육과,FOR_MAJOR
PROC_427,가군,IN_PERIOD
K101,PROC_428,OFFERS
PROC_428,K101_건축공학전공,FOR_MAJOR
PROC_428,나군,IN_PERIOD
K101,PROC_429,OFFERS
PROC_429,K101_건축학전공,FOR_MAJOR
PROC_429,가군,IN_PERIOD
K101,PROC_430,OFFERS
PROC_430,K101_고분자공학과,FOR_MAJOR
PROC_430,가군,IN_PERIOD
K101,PROC_431,OFFERS
PROC_431,K101_심화컴퓨팅전공,FOR_MAJOR
PROC_431,가군,IN_PERIOD
K101,PROC_432,OFFERS
PROC_432,K101_기계공학부,FOR_MAJOR
PROC_432,나군,IN_PERIOD
K101,PROC_433,OFFERS
PROC_433,K101_농업토목공학과,FOR_MAJOR
PROC_433,나군,IN_PERIOD
K101,PROC_434,OFFERS
PROC_434,K101_물리교육과,FOR_MAJOR
PROC_434,가군,IN_PERIOD
K101,PROC_435,OFFERS
PROC_435,K101_바이오섬유소재학과,FOR_MAJOR
PROC_435,나군,IN_PERIOD
K101,PROC_436,OFFERS
PROC_436,K101_산림과학조경학부,FOR_MAJOR
PROC_436,가군,IN_PERIOD
K101,PROC_437,OFFERS
PROC_437,K101_섬유시스템공학과,FOR_MAJOR
PROC_437,가군,IN_PERIOD
K101,PROC_438,OFFERS
PROC_438,K101_수학교육과,FOR_MAJOR
PROC_438,나군,IN_PERIOD
K101,PROC_439,OFFERS
PROC_439,K101_식품공학부,FOR_MAJOR
PROC_439,가군,IN_PERIOD
K101,PROC_440,OFFERS
PROC_440,K101_금속재료공학과,FOR_MAJOR
PROC_440,나군,IN_PERIOD
K101,PROC_441,OFFERS
PROC_441,K101_에너지공학부,FOR_MAJOR
PROC_441,가군,IN_PERIOD
K101,PROC_442,OFFERS
PROC_442,K101_원예과학과,FOR_MAJOR
PROC_442,가군,IN_PERIOD
K101,PROC_443,OFFERS
PROC_443,K101_응용생명과학부,FOR_MAJOR
PROC_443,나군,IN_PERIOD
K101,PROC_444,OFFERS
PROC_444,K101_지구과학교육과,FOR_MAJOR
PROC_444,나군,IN_PERIOD
K101,PROC_445,OFFERS
PROC_445,K101_토목공학과,FOR_MAJOR
PROC_445,가군,IN_PERIOD
K101,PROC_446,OFFERS
PROC_446,K101_화학교육과,FOR_MAJOR
PROC_446,가군,IN_PERIOD
K101,PROC_447,OFFERS
PROC_447,K101_환경공학과,FOR_MAJOR
PROC_447,나군,IN_PERIOD
K101,PROC_448,OFFERS
PROC_448,K101_디자인학과,FOR_MAJOR
PROC_448,가군,IN_PERIOD
K101,PROC_449,OFFERS
PROC_449,K101_음악학과(성악),FOR_MAJOR
PROC_449,가군,IN_PERIOD
K101,PROC_450,OFFERS
PROC_450,K101_체육교육과,FOR_MAJOR
PROC_450,나군,IN_PERIOD
L115,경북,LOCATED_IN
L115,PROC_451,OFFERS
PROC_451,L115_관광학과,FOR_MAJOR
PROC_451,가군,IN_PERIOD
L115,PROC_452,OFFERS
PROC_452,L115_건설방재공학과,FOR_MAJOR
PROC_452,가군,IN_PERIOD
L115,PROC_453,OFFERS
PROC_453,L115_에너지화학공학과,FOR_MAJOR
PROC_453,나군,IN_PERIOD
L115,PROC_454,OFFERS
PROC_454,L115_섬유공학전공,FOR_MAJOR
PROC_454,가군,IN_PERIOD
L115,PROC_455,OFFERS
PROC_455,L115_소프트웨어학과,FOR_MAJOR
PROC_455,가군,IN_PERIOD
L115,PROC_456,OFFERS
PROC_456,L115_식품외식산업학과,FOR_MAJOR
PROC_456,가군,IN_PERIOD
L115,PROC_457,OFFERS
PROC_457,L115_위치정보시스템학과,FOR_MAJOR
PROC_457,나군,IN_PERIOD
L115,PROC_458,OFFERS
PROC_458,L115_자동차공학과,FOR_MAJOR
PROC_458,나군,IN_PERIOD
L115,PROC_459,OFFERS
PROC_459,L115_정밀기계공학과,FOR_MAJOR
PROC_459,가군,IN_PERIOD
L115,PROC_460,OFFERS
PROC_460,L115_치위생학과,FOR_MAJOR
PROC_460,가군,IN_PERIOD
L115,PROC_461,OFFERS
PROC_461,L115_말/특수동물학과,FOR_MAJOR
PROC_461,나군,IN_PERIOD
L115,PROC_462,OFFERS
PROC_462,L115_곤충생명과학과,FOR_MAJOR
PROC_462,나군,IN_PERIOD
L115,PROC_463,OFFERS
PROC_463,L115_산림생태보호학과,FOR_MAJOR
PROC_463,가군,IN_PERIOD
L115,PROC_464,OFFERS
PROC_464,L115_동물생명공학과,FOR_MAJOR
